customer_id,age,gender,income,purchase_date,product_id,quantity,spend_amount,payment_method,is_returning,lat,lon,is_q1,is_q2,is_q3,inferred
C9780,45.0,Male,69956.22,2025-02-14 00:00:00,P0087,-5,401.52,Cash,False,0.11357,10.863308,True,False,False,False
C3141,45.0,Other,69956.22,2025-02-14 00:00:00,P0080,-5,390.34,Cash,True,0.11357,10.863308,True,False,False,False
C3291,45.0,Other,69956.22,2025-01-09,P0042,8,389.71,Cash,True,0.11357,10.863308,True,False,False,False
C9192,45.0,Male,69956.22,2025-03-28,P0059,-5,142.22,Online Wallet,False,0.11357,10.863308,True,False,False,False
C4060,45.0,Other,69956.22,2025-03-06,P0028,2,647.64,Online Wallet,False,0.11357,10.863308,True,False,False,False
C3162,45.0,Female,69956.22,2025-01-17,P0044,-5,650.08,Crypto,True,0.11357,10.863308,True,False,False,False
C5027,45.0,Other,69956.22,2025-01-27,P0009,2,536.67,Card,False,0.11357,10.863308,True,False,False,False
C6677,70.0,Other,104988.33,2025-02-14 00:00:00,P0080,-5,350.74,Online Wallet,True,-88.973434,-21.016684,True,False,False,False
C2340,45.0,Male,69956.22,2025-02-14 00:00:00,P0065,6,894.52,Crypto,True,0.11357,10.863308,True,False,False,False
C6529,45.0,Other,69956.22,2025-02-14 00:00:00,P0021,1,994.32,Cash,True,0.11357,10.863308,True,False,False,False
C3776,45.0,Female,69956.22,2025-02-14 00:00:00,P0053,1,426.04,Cash,True,0.11357,10.863308,True,False,False,False
C3927,45.0,Male,69956.22,2025-02-14 00:00:00,P0033,-5,553.27,Crypto,True,0.11357,10.863308,True,False,False,False
C8908,45.0,Other,69956.22,2025-02-14 00:00:00,P0012,-5,519.21,Online Wallet,False,0.11357,10.863308,True,False,False,False
C9649,45.0,Male,69956.22,2025-02-14 00:00:00,P0049,-5,781.16,Online Wallet,False,0.11357,10.863308,True,False,False,False
C9173,45.0,Male,69956.22,2025-01-01,P0032,-5,58.99,Crypto,True,0.11357,10.863308,True,False,False,False
C8658,45.0,Male,69956.22,2025-03-22,P0066,-5,98.13,Card,True,0.11357,10.863308,True,False,False,False
C4041,45.0,Other,69956.22,2025-02-18,P0091,9,907.52,Online Wallet,True,0.11357,10.863308,True,False,False,False
C4100,45.0,Other,69956.22,2025-03-05,P0014,-5,341.54,Card,False,0.11357,10.863308,True,False,False,False
C5029,45.0,Female,69956.22,2025-02-14 00:00:00,P0066,-5,951.03,Cash,False,0.11357,10.863308,True,False,False,False
C8650,45.0,Other,69956.22,2025-02-14 00:00:00,P0041,-5,236.36,Cash,True,0.11357,10.863308,True,False,False,False
C3371,45.0,Male,69956.22,2025-02-14 00:00:00,P0062,9,948.34,Crypto,False,0.11357,10.863308,True,False,False,False
C6272,45.0,Female,69956.22,2025-02-14 00:00:00,P0052,2,151.76,Card,False,0.11357,10.863308,True,False,False,False
C1636,45.0,Other,69956.22,2025-01-18,P0042,9,687.37,Card,True,0.11357,10.863308,True,False,False,False
C1007,45.0,Other,69956.22,2025-02-14 00:00:00,P0046,-5,550.55,Cash,False,0.11357,10.863308,True,False,False,False
C9657,45.0,Male,69956.22,2025-02-14 00:00:00,P0037,-5,962.95,Cash,True,0.11357,10.863308,True,False,False,False
C2088,45.0,Other,69956.22,2025-02-14 00:00:00,P0086,-5,463.22,Cash,False,0.11357,10.863308,True,False,False,False
C2583,45.0,Male,69956.22,2025-02-14 00:00:00,P0001,3,366.14,Cash,False,0.11357,10.863308,True,False,False,False
C1562,45.0,Other,69956.22,2025-03-16,P0082,10,762.38,Crypto,True,0.11357,10.863308,True,False,False,False
C1213,45.0,Male,69956.22,2025-02-14 00:00:00,P0013,-5,368.16,Cash,False,0.11357,10.863308,True,False,False,False
C6068,45.0,Other,69956.22,2025-01-21,P0062,-5,373.38,Crypto,False,0.11357,10.863308,True,False,False,False
C1491,45.0,Other,69956.22,2025-01-08,P0083,8,762.74,Crypto,False,0.11357,10.863308,True,False,False,False
C7739,45.0,Other,69956.22,2025-02-14 00:00:00,P0069,7,968.94,Card,True,0.11357,10.863308,True,False,False,False
C8540,45.0,Other,69956.22,2025-03-31,P0041,-5,447.71,Cash,True,0.11357,10.863308,True,False,False,False
C5582,45.0,Female,69956.22,2025-02-14 00:00:00,P0063,4,159.61,Cash,True,0.11357,10.863308,True,False,False,False
C8142,45.0,Female,69956.22,2025-01-30,P0008,5,625.85,Crypto,True,0.11357,10.863308,True,False,False,False
C7372,45.0,Other,69956.22,2025-02-14 00:00:00,P0048,8,368.1,Cash,False,0.11357,10.863308,True,False,False,False
C2979,45.0,Other,69956.22,2025-02-04,P0099,9,536.89,Card,True,0.11357,10.863308,True,False,False,False
C8960,45.0,Male,69956.22,2025-01-28,P0066,6,983.61,Cash,True,0.11357,10.863308,True,False,False,False
C6602,45.0,Other,69956.22,2025-02-14 00:00:00,P0058,-5,693.51,Online Wallet,True,0.11357,10.863308,True,False,False,False
C3299,45.0,Female,69956.22,2025-01-04,P0013,-5,127.69,Card,True,0.11357,10.863308,True,False,False,False
C7261,45.0,Female,69956.22,2025-02-14 00:00:00,P0001,-5,859.65,Crypto,True,0.11357,10.863308,True,False,False,False
C3210,45.0,Male,69956.22,2025-02-12,P0080,6,30.67,Crypto,False,0.11357,10.863308,True,False,False,False
C3773,45.0,Male,69956.22,2025-01-14,P0073,6,835.42,Online Wallet,True,0.11357,10.863308,True,False,False,False
C8792,45.0,Female,69956.22,2025-02-14 00:00:00,P0013,4,603.66,Cash,True,0.11357,10.863308,True,False,False,False
C2249,45.0,Other,69956.22,2025-03-28,P0053,4,280.39,Crypto,False,0.11357,10.863308,True,False,False,False
C9738,45.0,Other,69956.22,2025-01-08,P0016,2,396.82,Card,True,0.11357,10.863308,True,False,False,False
C4786,45.0,Other,69956.22,2025-02-14 00:00:00,P0002,8,799.98,Card,False,0.11357,10.863308,True,False,False,False
C7549,45.0,Other,69956.22,2025-02-22,P0061,4,464.5,Cash,True,0.11357,10.863308,True,False,False,False
C7225,45.0,Other,69956.22,2025-02-14 00:00:00,P0091,4,961.38,Crypto,True,0.11357,10.863308,True,False,False,False
C9072,45.0,Other,69956.22,2025-02-14 00:00:00,P0046,9,355.69,Online Wallet,True,0.11357,10.863308,True,False,False,False
C9513,45.0,Male,69956.22,2025-03-21,P0099,4,561.3,Crypto,True,0.11357,10.863308,True,False,False,False
C3272,45.0,Female,69956.22,2025-02-14 00:00:00,P0059,-5,501.9,Crypto,True,0.11357,10.863308,True,False,False,False
C1872,45.0,Female,69956.22,2025-02-07,P0056,10,937.9,Online Wallet,False,0.11357,10.863308,True,False,False,False
C2312,45.0,Male,69956.22,2025-02-28,P0046,-5,363.25,Online Wallet,True,0.11357,10.863308,True,False,False,False
C4931,29.0,Other,95305.18,2025-02-03,P0038,-5,796.72,Card,False,27.349015,4.9498,True,False,False,False
C1090,45.0,Male,69956.22,2025-01-02,P0068,5,966.84,Crypto,False,0.11357,10.863308,True,False,False,False
C4026,45.0,Female,69956.22,2025-02-14 00:00:00,P0060,4,778.53,Crypto,True,0.11357,10.863308,True,False,False,False
C9418,45.0,Other,69956.22,2025-02-21,P0089,-5,971.37,Cash,True,0.11357,10.863308,True,False,False,False
C8636,45.0,Male,69956.22,2025-03-02,P0061,-5,711.21,Crypto,True,0.11357,10.863308,True,False,False,False
C8516,45.0,Male,69956.22,2025-02-14 00:00:00,P0021,-5,403.23,Cash,True,0.11357,10.863308,True,False,False,False
C5657,45.0,Other,69956.22,2025-03-24,P0031,6,32.38,Crypto,True,0.11357,10.863308,True,False,False,False
C1366,45.0,Female,69956.22,2025-02-02,P0079,1,300.4,Online Wallet,False,0.11357,10.863308,True,False,False,False
C5870,45.0,Other,69956.22,2025-03-14,P0045,4,514.13,Online Wallet,False,0.11357,10.863308,True,False,False,False
C4577,45.0,Male,69956.22,2025-02-14 00:00:00,P0023,9,223.81,Card,False,0.11357,10.863308,True,False,False,False
C2393,45.0,Female,69956.22,2025-01-11,P0038,3,884.44,Card,True,0.11357,10.863308,True,False,False,False
C1208,45.0,Male,69956.22,2025-02-14 00:00:00,P0072,2,821.42,Online Wallet,True,0.11357,10.863308,True,False,False,False
C1614,45.0,Male,69956.22,2025-02-21,P0076,-5,515.24,Cash,True,0.11357,10.863308,True,False,False,False
C4594,45.0,Male,69956.22,2025-03-31,P0053,-5,195.15,Card,False,0.11357,10.863308,True,False,False,False
C8585,45.0,Other,69956.22,2025-02-13,P0031,-5,766.73,Online Wallet,False,0.11357,10.863308,True,False,False,False
C6575,45.0,Other,69956.22,2025-01-06,P0078,-5,150.54,Crypto,False,0.11357,10.863308,True,False,False,False
C4976,45.0,Female,69956.22,2025-01-29,P0081,4,85.03,Online Wallet,True,0.11357,10.863308,True,False,False,False
C6388,45.0,Other,69956.22,2025-03-31,P0035,-5,292.72,Card,False,0.11357,10.863308,True,False,False,False
C9750,45.0,Female,69956.22,2025-02-13,P0036,6,753.93,Card,False,0.11357,10.863308,True,False,False,False
C5333,45.0,Other,69956.22,2025-03-18,P0062,2,317.61,Online Wallet,True,0.11357,10.863308,True,False,False,False
C7668,45.0,Male,69956.22,2025-02-14 00:00:00,P0051,2,379.12,Card,False,0.11357,10.863308,True,False,False,False
C2220,45.0,Female,69956.22,2025-02-14 00:00:00,P0091,9,123.6,Online Wallet,False,0.11357,10.863308,True,False,False,False
C5679,45.0,Male,69956.22,2025-02-15,P0095,5,269.12,Cash,True,0.11357,10.863308,True,False,False,False
C6712,45.0,Male,69956.22,2025-02-14 00:00:00,P0047,10,993.07,Card,True,0.11357,10.863308,True,False,False,False
C9149,45.0,Male,69956.22,2025-02-14 00:00:00,P0063,-5,202.35,Online Wallet,True,0.11357,10.863308,True,False,False,False
C6101,45.0,Female,69956.22,2025-02-14 00:00:00,P0037,-5,645.76,Online Wallet,True,0.11357,10.863308,True,False,False,False
C3099,45.0,Male,69956.22,2025-02-08,P0047,-5,41.85,Cash,False,0.11357,10.863308,True,False,False,False
C8525,45.0,Female,69956.22,2025-02-14 00:00:00,P0084,-5,756.31,Online Wallet,True,0.11357,10.863308,True,False,False,False
C1907,45.0,Other,69956.22,2025-02-14 00:00:00,P0024,-5,535.12,Card,True,0.11357,10.863308,True,False,False,False
C7968,45.0,Male,69956.22,2025-02-14 00:00:00,P0089,-5,852.2,Cash,True,0.11357,10.863308,True,False,False,False
C8961,45.0,Other,69956.22,2025-02-12,P0036,6,350.47,Card,False,0.11357,10.863308,True,False,False,False
C2044,45.0,Male,69956.22,2025-02-14 00:00:00,P0006,-5,817.88,Crypto,False,0.11357,10.863308,True,False,False,False
C6373,45.0,Female,69956.22,2025-02-14 00:00:00,P0078,-5,341.16,Cash,True,0.11357,10.863308,True,False,False,False
C9866,45.0,Female,69956.22,2025-02-14 00:00:00,P0063,3,512.39,Card,True,0.11357,10.863308,True,False,False,False
C6564,45.0,Other,69956.22,2025-01-09,P0022,-5,481.39,Cash,True,0.11357,10.863308,True,False,False,False
C2615,45.0,Male,69956.22,2025-02-27,P0040,-5,588.82,Card,True,0.11357,10.863308,True,False,False,False
C2632,45.0,Male,69956.22,2025-02-14 00:00:00,P0044,-5,804.67,Online Wallet,True,0.11357,10.863308,True,False,False,False
C6946,45.0,Other,69956.22,2025-01-21,P0077,-5,901.15,Crypto,False,0.11357,10.863308,True,False,False,False
C3804,45.0,Female,69956.22,2025-02-14 00:00:00,P0059,-5,914.96,Online Wallet,True,0.11357,10.863308,True,False,False,False
